Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
Говядина отборная, ребера, тонкий край (ребра 10-12), постное мясо, жареная;225;28,04;11,7;0
"Говядина отборная, ребра, толстый и тонкий края (ребра 6-12), мясо с жиром убранным до уровня1/8"", жареная";352;22,26;28,5;0
"Говядина отборная, ребра, толстый и тонкий края (ребра 6-12), мясо с жиром убранным до уровня1/8"", обжаренная";365;22,6;29,79;0
"Говядина отборная, ребра, толстый и тонкий края (ребра 6-12), мясо с жиром убранным до уровня1/8"", сырая";322;16,34;27,93;0
"Говядина отборная, ребра, толстый край (ребра 6-9), мясо с жиром убранным до уровня1/8"", жареная";370;20,86;31,18;0
"Говядина отборная, ребра, толстый край (ребра 6-9), мясо с жиром убранным до уровня1/8"", обжаренная";378;22,5;31,28;0
"Говядина отборная, ребра, толстый край (ребра 6-9), мясо с жиром убранным до уровня1/8"", сырая";333;16,03;29,34;0
"Говядина отборная, ребра, тонкий край (ребра 10-12), мясо с жиром убранным до уровня1/8"", жареная";304;24,53;22,09;0
"Говядина отборная, ребра, тонкий край (ребра 10-12), мясо с жиром убранным до уровня1/8"", обжаренная";359;22,28;29,21;0
"Говядина отборная, ребра, тонкий край (ребра 10-12), мясо с жиром убранным до уровня1/8"", сырая";263;19,09;20,13;0
"Говядина отборная, средняя часть кострца, стейк, мясо с жиром убранным до уровня 0"", обжаренная на гриле";188;26,88;8,13;0
"Говядина отборная, средняя часть кострца, стейк, мясо с жиром убранным до уровня 0"", сырая";150;20,74;6,85;0
Говядина отборная, стейк из плечевой мякоти, постное мясо, жареная;161;25,73;5,72;0
Говядина отборная, стейк из плечевой мякоти, постное мясо, жаренная;161;25,74;5,69;0
"Говядина отборная, стейк-портерхаус,  мясо с жиром убранным до уровня 0"", жареная";283;23,61;20,15;0
Говядина отборная, стейк-портерхаус, постное мясо, жареная;224;25,51;12,8;0
"Говядина отборная, цельное бедро, мясо с жиром убранным до уровня1/8"", жареная";235;27,54;12,98;0
"Говядина отборная, цельное бедро, мясо с жиром убранным до уровня1/8"", сырая";195;20,56;11,92;0
"Говядина отборная, щуп, мясо с жиром убранным до уровня 0"", обжаренная";171;29,79;4,83;0
"Говядина отборная, щуп, мясо с жиром убранным до уровня 1/8"", обжаренная";212;28,48;10,05;0
"Говядина отборная, щуп, мясо с жиром убранным до уровня 1/8"", сырая";173;21,68;8,91;0
Говядина отборная, щуп, постное мясо, обжаренная;166;29,94;4,26;0
"Говядина отборная,стейк-портерхаус, мясо с жиром убранным до уровня 1/8"", жареная";284;24,85;19,78;0
"Говядина отборная,стейк-портерхаус, мясо с жиром убранным до уровня 1/8"", сырая";218;20,36;14,58;0
"Говядина отборной категории, плоская часть грудинки, мясо с жиром убранным до уровня 1/8"", тушеная";280;28,97;17,37;0
