Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
Шоколадный Соус [Ашан];268;1,3;1,6;62
Шоколадный Твист [Ашан];430;6,5;25,1;44,5
Шоколадный Флан [Ашан];376;5;5,1;74
Шпик Варено-Копченый [Ашан];584;11;60;0
Штрудель Киви [Ашан];410;5;30;34
Штрудель с Вишней [Ашан];198;3;10,3;24,6
Штрудель с Яблоком и Изюмом [Ашан];262;3,9;12,4;33,4
Шукеты [Ашан];439;8,9;30,1;33,6
Шукеты с Сахаром [Ашан];420;7,4;20,1;52,4
Шукеты со Сгущенкой [Ашан];489;14;24;43
Щербет Облепиха [Ашан];143;0,7;3;28,4
Эклер без Начинки [Ашан];189;5,2;4,3;39,8
Энергетический Напиток [Ашан];45;0;0;12
Энержи Микс Весовой [Ашан];510;7,6;29,5;52,8
Эскалоп из Свинины [Ашан];162;18;10;0
Эскалоп Свиной Фермерский [Ашан];210;16;16;0
"Яблоки ""Кольцо"" Цукаты [Ашан]";306;1;1,6;68,7
Яблоки Сушеные [Ашан];231;2,2;0,1;59
Яблоки Сушеные Кольца [Ашан];50;0,2;0,2;13,5
Яблоко [Ашан];47;0,4;0;11,3
Яблоко Бребурн [Ашан];47;0,4;0,1;11,8
Яблоко Ред Чиф [Ашан];46;0,4;0;11,3
Яблочное Пюре Био́ [Ашан];55;0,3;0,6;11,5
Ядро Абрикосовой Косточки [Ашан];520;25;45;3
Ядро Подсолнечника [Ашан];588;22;50,5;11
Язык в Желе 80% [Ашан];157;17,7;8,8;1,8
Язык Говяжий Отварной [Ашан];281;20,2;15,2;3,6
Язык Свиной Отварной [Ашан];188;12;9;2,4
Язычки Слоеные [Ашан];478;6,9;31,8;43,2
Язычки Слоеные с Джемом [Ашан];402;5,6;17,7;55,9
Язычки Слоеные с Изюмом [Ашан];350;5,4;19,3;38,7
Яичная Лазанья [Ашан];366;13,4;3,3;69,1
Яичная Паста со Шпинатом [Ашан];366;14,6;4,3;65,9
Яичница Глазунья [Ашан];241;15,9;9,3;1
Яйцо [Ашан];157;12,7;11,5;0,7
Яйцо Деревенское [Ашан];161;12,8;11,8;1
Янтарная с Перцем [Ашан];147;37,8;4,5;0,1
